iso_code	sil_code	wals_code	population	raw_population
naq	NAQ	kho	233701	176,201 in Namibia (1992 Barnard). Population includes 70,000 Nama, 105,000 Damara (1998 J.F. Maho). Population total all countries: 233,701.
nas	NAS	nas	10000	10,000 (1990 SIL).
nau	NRU	nau	6000	6,000 (1991 Bender and Rehg).
nav	NAV	nav	148530	148,530 (1990 census). 7,616 monolinguals. Ethnic population: 219,198 (1990 USA Census Bureau).
nay	NAY	ngr	Extinct	Extinct.
nbc	NBC	chg	31000	31,000 (1997).
nbf	NBF	nax	308839	308,839 (2000 census). 100,000 monolinguals.
nbi	NBI	nma	81000	81,000 (1997).
nbj	NBJ	bnr	170	170 (1983 Black).
nbj	NBJ	ngy	170	170 (1983 Black).
nbl	NEL	ndb	586961	586,961 (1996 census).
nbw	NBW	ndi	105000	105000
nbx	NBX	wan	6	6 (1981 Wurm and Hattori). Population includes 1 Punthamara, 4 Wongkumara, 2 Badjiri, and 1 Kalali.
ncb	NCB	nnc	2200	2,200 (1981). Population includes 800 Nancowry, 1,400 closely related dialects (1981 Radhakrishnan). 22,100 in all six Nicobarese languages (1981 Wurm and Hattori).
ncb	NCB	nic	2200	2,200 (1981). Population includes 800 Nancowry, 1,400 closely related dialects (1981 Radhakrishnan). 22,100 in all six Nicobarese languages (1981 Wurm and Hattori).
nce	NCE	nag	600	600 (1991 SIL). 5% monolingual.
ncg	NCG	nsg	700	700. Possibly 5 scattered speakers in Alaska (1997). Ethnic population: 5,400 (1997 M. Krauss).
ncj	NCJ	nhn	60000	60,000 (1990 census).
nck	NCK	nkk	75	75 to 100 (1983 Black).
ncl	NCL	nhm	3000	3,000 (1990 census).
ncu	NCU	cum	69000	69,000 (2004 SIL). Population includes 2,700 Yeji.
ncz	NCZ	nat	Extinct	Extinct.
ndi	NDI	sle	62020	62,020 in Nigeria (2000 WCD).
ndo	NDG	ndo	692230	429,541 in Namibia (2000 WCD). 713,919 in Namibia, including Kwanyama and Kwambi; 1991 census. Population total all countries: 692,230.
nds	SXN	lge	1000	1,000. 10,000,000 understand it in Germany, but few are native speakers (1996 Reinhard F. Hahn).
ndt	NDT	mga	2500	2,500 (1977 Voegelin and Voegelin).
ndv	NDV	ndt	35000	35,000 (2002).
ndz	NDZ	ndg	23343	23,343 (2000 WCD). Few monolinguals.
nee	NEE	nel	947	947 (1996 census).
neg	NEG	neg	100	100 to 170 (1995 M. Krauss). Ethnic population: 500 (1995 M. Krauss).
nen	NEN	nne	6500	6,500 (2000 Tryon).
nep	NEP	nep	17209255	11,053,255 in Nepal (2001 census). Population total all countries: 17,209,255.
new	NEW	nwd	825458	825,458 in Nepal (2001 census). Many women are monolingual. Ethnic population: 1,256,737 including 1,245,232 Newar plus 11,505 Pahari.
new	NEW	new	825458	825,458 in Nepal (2001 census). Many women are monolingual. Ethnic population: 1,256,737 including 1,245,232 Newar plus 11,505 Pahari.
nez	NEZ	nez	100	100 to 300 (1997 Haruo Aoki). Ethnic population: 2,700 (1997 Haruo Aoki).
nfl	NFL	ayw	8400	8,400 (1999 SIL). Population includes 4,500 on Reef Islands, others on Santa Cruz, and 1,000 in Honiara (2000 John Rentz SIL).
nfr	NFR	naf	61000	61,000 in Ghana (2003 GILLBT).
nga	NGA	ngb	1018836	1,012,184 in Democratic Republic of the Congo (2000 WCD). 600,000 monolinguals. Population total all countries: 1,018,836.
ngb	NGB	ndi	250294	250,000 in Democratic Republic of the Congo (2000 SIL). 75,000 monolinguals. Population total all countries: 250,294.
ngc	NGC	dok	150000	150,000 (1971 Welmers).
ngc	NGC	nbe	150000	150,000 (1971 Welmers).
nge	NGE	nge	18800	18,800 (2002 SIL).
ngi	NGI	ngz	80000	80,000 (1993).
ngk	NGK	nkb	20	20 (2000 N. Evans).
ngo	NGU	ngo	205000	170,000 in Tanzania (1987). Population total all countries: 205,000.
ngu	NAH	nhx	150000	150,000 (1998 SIL).
nhb	NHB	bnq	17000	17,000 (1993 SIL).
nhe	NAI	nhh	410000	410,000 (1991 SIL).
nhg	NHG	nht	3500	3,500 (1990 census).
nhn	NHN	nhc	40000	40,000 (1980 census). 1,000 monolinguals (1990 census). Speakers of all Nahuatl varieties: 1,376,898. Ethnic population: 63,000 (1986).
nhp	NHP	npa	7000	7,000 (1990 census). 500 monolinguals.
nhr	NHR	nro	14000	10,000 in Botswana (2004 Cook). Population total all countries: 14,000.
nhu	NHU	non	25000	25,000 (2001 SIL).
nhw	NHW	nhh	400000	400,000 (1991 SIL).
nhx	NAU	nmi	20000	20,000 (1994 SIL).
nia	NIP	nia	480000	480,000 (1989).
nid	NID	ngn	Extinct	Extinct.
nie	NIE	lua	5157	5,157 (1993 census). Population includes 1,000 in the city of Sarh and 400 in Niou dialect.
nig	NIG	ngl	10	10 (1981 Wurm and Hattori).
nih	NIH	nyh	626000	306,000 in Tanzania (1987). Population total all countries: 626,000.
nij	NIJ	olm	800000	800,000 (2003).
nij	NIJ	plp	800000	800,000 (2003).
nio	NIO	nga	500	500 (1995 M. Krauss). Ethnic population: 1,300.
nir	NIR	nim	2000	2,000 (1987 SIL). Ethnic population: 3,500 (1987 SIL).
nit	NIT	kol	10000	10,000 (1989 F. Blair).
niu	NIQ	niu	7941	2,027 in Niue (1998). Population total all countries: 7,941.
niv	NIV	niv	1089	1,089 (1989 census). Population includes 100 Amur, 300 Sakhalin (1995 M. Krauss). Ethnic population: 4,673 (1989 census), including 2,000 Amur, 2,700 Sakhalin (1995 M. Krauss).
niv	NIV	nvs	1089	1,089 (1989 census). Population includes 100 Amur, 300 Sakhalin (1995 M. Krauss). Ethnic population: 4,673 (1989 census), including 2,000 Amur, 2,700 Sakhalin (1995 M. Krauss).
niy	NIY	nti	100000	100,000 (1991).
niz	NIZ	nin	952	952 (2000 census).
njb	NJB	noc	35000	35,000 (2001 Mema).
njh	NJH	lot	80000	80,000 (1997).
njm	NJM	agm	109000	109,000 (1997).
njo	NJO	ao	141000	141,000 (1997).
nju	NJU	ngj	10	10 (1981 Wurm and Hattori).
nkf	NKF	kbi	10000	10,000 (2000 Bapt Assn).
nko	NKO	nkn	28000	28,000 (2004 SIL).
nkr	NKR	nkr	860	860 (1993 Johnstone). Population includes 125 on Ponape.
nld	DUT	dut	17370777	12,360,338 in the Netherlands (2000). Population total all countries: 17,370,777.
nld	DUT	dbr	17370777	12,360,338 in the Netherlands (2000). Population total all countries: 17,370,777.
nld	DUT	dli	17370777	12,360,338 in the Netherlands (2000). Population total all countries: 17,370,777.
nlg	NLG	gel	11876	11,876 (1999 SIL).
nmb	NMB	nbb	1800	1,800 (1983 SIL).
nmd	NMD	ndu	4305	4,305 (2000 WCD).
nmf	NMF	ngt	110000	110,000 (1997).
nmg	NMG	buj	17500	9,000 in Cameroon (1982 SIL). Population total all countries: 17,500.
nmn	NMN	xoo	4200	4,000 in Botswana (2002). Population total all countries: 4,200.
nmu	NMU	mne	1	1 to 2 (1994 L. Hinton). Ethnic population: 108 (1990 census).
nnb	NNB	nde	903000	903,000 (1991 UBS).
nni	NNI	nua	500	500 (1990 SIL).
nnk	NNK	nnk	2500	2,500 (1991 SIL).
nnm	NNM	nam	4944	4,944 (2003 SIL).
nnt	NNT	nnt	Extinct	Extinct. Ethnic population: 400 (1977 SIL).
noa	NOA	wau	6000	3,000 in Panama. Population total all countries: 6,000.
nog	NOG	nog	67806	67,500 in Russia (1993 UBS). Population total all countries: 67,806. Ethnic population: 75,000.
nog	NOG	nok	67806	67,500 in Russia (1993 UBS). Population total all countries: 67,806. Ethnic population: 75,000.
nog	NOG	tlb	67806	67,500 in Russia (1993 UBS). Population total all countries: 67,806. Ethnic population: 75,000.
nog	NOG	yta	67806	67,500 in Russia (1993 UBS). Population total all countries: 67,806. Ethnic population: 75,000.
noo	NOO	kyq	200	200 (2002 Poser). Population includes Nitinat 30 (1991 M. Dale Kinkade). Ethnic population: 3,500 (1977 SIL).
noo	NOO	nit	200	200 (2002 Poser). Population includes Nitinat 30 (1991 M. Dale Kinkade). Ethnic population: 3,500 (1977 SIL).
noo	NOO	nuu	200	200 (2002 Poser). Population includes Nitinat 30 (1991 M. Dale Kinkade). Ethnic population: 3,500 (1977 SIL).
not	NOT	nom	6500	6,500 (2003 SIL). 5,500 to 6,000 monolinguals.
now	NYM	nbo	400000	400,000 (2003).
npa	NPA	nph	533	533 (1988 Pohle).
npy	NAP	npu	6000	6,000 (1995).
nrb	NRB	nar	80000	80,000 (2001 Johnstone and Mandryk).
nri	NRI	agm	24000	24,000 (2001). Ethnic population: 24,000.
nrl	NRL	nlu	70	70 (1970 C.G. von Brandenstein).
nrm	NRM	nrm	2420	2,420 (1981 Wurm and Hattori).
nrz	NRZ	all	989	989 (2003 SIL).
nse	NSE	nse	584100	427,000 in Zambia (1993 Johnstone). Population total all countries: 584,100.
nsk	NSK	nsk	1177	1,177. Population includes 677 Western Naskapi, 500 Eastern Naskapi (1996 Ministere de la Sante el des Services Sociaux). 9,070 first-language speakers of Naskapi and Montagnais (1998 Statistics Canada). Ethnic population: 1,177 (1996).
nsl	NSL	nte	4000	4,000 (1986 Gallaudet Univ.).
nsm	NSM	sem	132000	132,000 (1997).
nsn	NSN	neh	6500	6,500 (2003 SIL).
nso	SRT	stn	3709717	3,695,846 in South Africa (1996 census). Population total all countries: 3,709,717.
nsq	NSQ	mwn	6	6 (1994 L. Hinton).
nst	NST	jug	100389	55,389 in Myanmar (2000). Population total all countries: 100,389.
nst	NST	lun	100389	55,389 in Myanmar (2000). Population total all countries: 100,389.
nsz	NSZ	nsn	1	1 (1994 L. Hinton).
ntj	NTJ	ntj	1200	1,200 (1995 D. Hackett).
ntm	NTM	ntn	66000	66,000 (2001 Johnstone and Mandryk).
nto	NTO	nto	100000	100,000 (1980 UBS).
ntp	NTP	tpn	8000	8,000 (1990 census).
nuf	NUF	nus	7500	7,500 (1999 Sun Hongkai). 1,000 monolinguals (mainly older adults). Population includes 2,000 in Northern Nusu, 3,000 in Southern Nusu, and 4,000 in Central Nusu.
num	NUM	nif	690	690 (1981 SIL).
nun	NUN	ano	790	400 in Myanmar (2000 D. Bradley). Population total all countries: 790. Ethnic population: 6,000 in Myanmar (2000 D. Bradley).
nup	NUP	nup	800000	800,000 (1990).
nus	NUS	nue	804907	740,000 in Sudan (1982 SIL). Population includes 2,935 Western Jikany, 12,500 Lou, 1,100 Nyuong, 2,500 Thiang, 5,900 Bul, 2,400 Jagai, 6,700 Laak, 4,900 Leik, 1,600 Door, 17,600 Eastern Jikany (1977 Voegelin and Voegelin). Population total all countries: 804,907.
nut	NUT	nun	856412	856,412 in Viet Nam (1999 census).
nuv	NUV	nnn	45000	45,000 to 55,000 (1995 SIL). 15,000 to 25,000 in Northwestern Nuni, 25,000 to 35,000 in Northeastern Nuni.
nux	NUX	mhk	6300	6,300 (1994 SIL).
nuy	NUY	nug	300	300 (1991 M. Hore ANG). 400 partial- or second-language speakers.
nwi	NWI	tns	2250	2,250 (1983 SIL).
nxg	NXG	ngd	60000	60,000 (1995).
nxl	NXL	nua	1500	1,500 (1995 SIL).
nxn	NXN	ngw	1	1 (1981 Wurm and Hattori).
nya	NYJ	cic	9349471	7,000,000 in Malawi (2001 Johnstone and Mandryk). Population total all countries: 9,349,471.
nyh	NYH	nyn	50	50 (1981 Wurm and Hattori).
nyi	NYI	nyi	70000	70,000 (1982 SIL).
nyj	NYA	nng	150000	150,000 (1994 census).
nym	NYZ	nym	1200000	1,200,000 (2001 Johnstone and Mandryk). 73% are in the traditional area.
nyn	NYN	rny	1643193	1,643,193 (1991 census). Population includes 141,668 Hororo, 1,643,193 Hima.
nyo	NYR	rru	495443	495,443 (1991 census).
nyp	NYP	nyg	Extinct	Extinct. Ethnic population: 100 or fewer.
nys	NYS	nju	Extinct	Extinct.
nyt	NYT	nya	3	3 (1981).
nyv	NYV	nyu	1	1 (2001 McGregor).
nzk	NZK	nza	50000	50,000 in Central African Republic (1996).
nzm	NZM	nze	30800	30,800 (2001). Ethnic population: 30,800.
nzs	NZS	nzs	No	No estimate available.
oaa	OAA	ork	33	30 to 82 in Russia (1995 M. Krauss). Population total all countries: 33 to 85. Ethnic population: 250 to 300 (1995 M. Krauss).
oac	OAC	orc	100	100 to 150 (1995 M. Krauss). Ethnic population: 900 (1990 census).
oca	OCA	oca	66	54 in Peru (2000). Population total all countries: 66. Ethnic population: 150 in Peru (2000 W. Adelaar).
ocu	OCU	ocu	50	50 to 100 (1993 SIL). Ethnic population: 642 (1990 census).
ogb	OGB	ogb	200000	200,000 (1989).
ogu	OGU	obg	12000	12,000 (2000 E. Kari). Ethnic population: 12,000 (2000 E. Kari).
ojg	OJG	oji	25885	25,885 (1998 Statistics Canada).
ojs	OJS	ojs	8000	8,000 (1989 SIL). Ethnic population: 8,000 or fewer, possibly including some Northwestern Ojibwa (1999 SIL).
ojv	LUN	lga	2367	2,367 (1999 SIL).
oka	OKA	oka	512	400 in Canada (1977 SIL). Population total all countries: 512. Ethnic population: 3,000 (1977 SIL). Another source says 10,000 in the ethnic group (1996 Peter Stark). Colville has fewer than 200 (1999 R. McDonald).
oku	OKU	oku	40000	40,000 (1991 SIL).
oma	OMA	omh	85	85 (1986 SIL). Population includes 60 speakers of Omaha (1993 V. Zeps), and 25 fluent speakers over 60 and a few semifluent speakers of Ponca. Ethnic population: 5,000 including 3,000 of Omaha (1993 C. Rudin), and 2,000 of Ponca (1986 SIL).
omb	OMB	aml	5000	5,000 (1991 UBS).
omg	OMG	oma	10	10 to 100 in Peru (1976 SIL). Population total all countries: 10 to 100. Ethnic population: 627 (1976).
ona	ONA	sel	1	1 to 3 (1991 Adelaar).
one	ONE	ond	250	200 in Canada (1991 M. Dale Kincade). Population total all countries: 250. Ethnic population: 1,500 to 2,000 (1997 K. Michelson).
ong	ONG	olo	13667	13,667 (2003 SIL).
ono	ONO	onn	65	50 to 100 in Canada (1991 M. Dale Kinkade). Population total all countries: 65 to 115. Ethnic population: 18,173 (1997 H. Woodbury).
ons	ONS	ono	5500	5,500 (1993 SIL).
ood	PAP	nev	11819	11,819 in the USA(1990 census). 181 monolinguals (1990 census). Ethnic population: 20,000 (1977 SIL).
ood	PAP	ood	11819	11,819 in the USA(1990 census). 181 monolinguals (1990 census). Ethnic population: 20,000 (1977 SIL).
oon	OON	ong	96	96 (1997 CIIL). Speakers are mainly monolingual. Ethnic population: 110 (1999 report).
opm	OPM	oks	8000	8,000 (1991 SIL).
ore	ORE	ore	190	190 (1976 SIL). Ethnic population: 405 (2000 WCD).
ori	ORY	oya	31698534	31,666,000 in India (1997). Population total all countries: 31,698,534.
ork	ORK	oro	33300	33,300 (1989 SIL). 20% monolingual. Population includes 4,300 Hunjara (1973 SIL), 2,000 Aeka (1981 Wurm and Hattori).
oro	ORO	orl	13000	13,000 (1977 SIL).
ort	ORT	oko	150000	150,000 (1991 U. Gustafsson).
oru	ORU	orm	1050	1,000 in Pakistan (2000 J. Owens). Population total all countries: 1,050.
osa	OSA	osa	5	5 (1991 M. Krauss). Ethnic population: 15,000 (1997 Carolyn Quintero).
oss	OSE	oss	526453	100,000 in Georgia (2001 Johnstone and Mandryk). Population total all countries: 526,453.
ote	OTE	otm	100000	100,000 in Mexico (1990 census). Population includes 100 in North Carolina, USA.
otm	OTM	ots	20000	20,000 (1990 census). 4,700 monolinguals.
otq	OTQ	osm	33000	33,000 (1990 census).
otr	OTR	otr	10000	10,000 (2001).
otz	OTA	oix	736	736 (1990 census). 4 monolinguals (1990 census). Ethnic population: 5,356 (1990 census).
oua	OUA	bou	5000	5,000 (1995).
oyb	OYB	oi	14947	14,947 (1995 census). 80% monolingual.
pab	PAB	prc	1200	1,200 (1994 SIL).
pac	PAC	pac	29224	16,000 in Viet Nam (2002). Population total all countries: 29,224.
pad	PAD	pau	700	700 (1994 SIL).
pag	PNG	pnn	1164586	1,164,586 (1990 census).
pam	PMP	kpm	1897378	1,897,378 (1990 census).
pan	PNJ	pan	28006704	27,109,000 in India. Population includes 26,975,000 Panjabi, 134,000 Bhatneri (1991). Population total all countries: 28,006,704.
pao	PAO	pno	1631	1,631 (1999 SIL). Ethnic population: 6,000 (1999 SIL).
pap	PAE	pap	319400	179,000 in Netherlands Antilles (1998). Population total all countries: 319,400.
par	PAR	tsh	20	20. Ethnic population: 100 (1998 John E. McLaughlin).
pau	PLU	pal	14825	14,825 in Palau (2000 WCD).
pav	PAV	war	1833	1,833 (1994 SIL).
paw	PAW	pwn	20	20 (1997 Parks). Ethnic population: 2,500 (1997 Parks).
pay	PAY	pec	994	994 (1993 Ramon D. Rivas). Ethnic population: 2,586 (1993 Ramon D. Rivas).
pbb	PBB	pae	71400	71,400 to 83,300 (2000 SIL). 35,700 to 41,650 monolinguals. Ethnic population: 122,638 (2000 WCD).
pbe	PBE	pop	2000	2,000 (1993 SIL).
pbf	PBF	psv	500	500 (1990 census). Ethnic population: 7,000.
pbh	PBH	pnr	1200	1,200. Nearly all are monolingual.
pbi	PBI	pod	30000	30,000 (1993 SIL).
pbr	PBR	png	95000	95,000 (2002).
pbs	PBS	pam	4350	4,350 (1990 census).
pce	PCE	plg	267539	257,539 in Myanmar (2000 WCD). Total Palaung and Riang in Myanmar: 250,000. Population total all countries: 267,539.
pci	PCI	prd	75000	75,000 (2000). Ethnic population: 100,000 in the ethnic group (1986), 65% in Bastar, 35% in Koraput.
pck	PCK	pte	53900	45,000 in India (1997). Population total all countries: 53,900.
pcm	PCM	npi	No	No estimate available.
pdo	PDO	pad	6000	6,000 (1991 D. Andersen).
peb	PEB	pme	Extinct	Extinct.
peg	PEG	pen	350000	350,000 (2000).
peh	PEH	bao	6000	6,000 (1999 Junast). Ethnic population: 10,000 (1999 Junast), including 6,000 Jishishan, 4,000 Tongren.
pei	PEI	cjo	200	200 (1993 K. Olson Instituto Betania).
pej	PEJ	pmn	Extinct	Extinct.
pes	PES	prs	24316121	22,000,000 in Iran (1997). Population includes 800,000 Eastern Farsi in Khorasan, Gilan, Tat, Bakhtiari, Lur. Population total all countries: 24,316,121.
pgu	PGU	pag	3309	3,309 (2000 WCD).
pia	PIA	pba	1000	1,000 (1989 SIL).
pib	PIB	pir	4000	4,000 (2000 SIL). Ethnic population: 4,000 to 5,000.
pid	PID	pia	12080	12,000 in Venezuela (1987 UBS). Population includes 130 Maco. Population total all countries: 12,080.
pif	PIF	pgl	3000	2,500 in Micronesia. 500 on Pingelap, about 2,000 on Ponape. Population total all countries: 3,000.
pim	PIM	pow	Extinct	Extinct. Ethnic population: 3,000 (1977 SIL).
pio	PIO	ppc	4641	4,542 in Colombia (1993 census). Population total all countries: 4,641.
pip	PIP	per	25000	25,000 (1995 CAPRO).
pir	PIR	prt	1068	618 in Brazil (1986 SIL). Population total all countries: 1,068.
pit	PIT	ppi	2	2 (1981 Wurm and Hattori).
piu	PIU	pin	800	800 (1983 Black). 90% monolingual.
piv	PIV	pil	1142	1,142 (1999 SIL).
pjt	PJT	pit	2500	2,500 (1995 Paul Eckert). 80% monolingual.
pkn	PKN	pak	10	10 (1981 Wurm and Hattori).
pko	PKO	pkt	264000	264,000 in Kenya (1994 I. Larsen BTL).
pks	PKS	ipk	No	No estimate available.
plg	PLG	pga	2000	2,000 (1991 UBS).
plh	PLH	plh	50	50 (1982).
plo	PLO	olu	102	102 (1990 census). Ethnic population: 10,000 (1990 census).
plu	PAL	plk	1300	800 in Brazil. Population total all countries: 1,300.
pma	PMA	pms	6000	6,000 (1996 SIL).
pmi	PMI	pum	35000	35,000 (1999). Perhaps 1|3 are monolingual. 24,000 in the Pumi nationality, 30,000 in the Tibetan nationality (1994).
pmj	PUS	pum	19000	19,000 (1999). About 1|3 are monolingual. 24,000 in the Pumi nationality, 30,000 in the Tibetan nationality (1994).
pms	PMS	itu	3106620	3,106,620 in Italy (2000 WCD).
pmt	PMT	tua	14400	14,400 (1987). Population includes 6,700 on Tuamotu (1977 census), 2,000 in Tahiti (1977 Voegelin and Voegelin).
pmw	PMW	mwp	1	1 (1962 H. Landar in Sebeok 1977).
png	PON	awk	30000	30,000 (2003 SIL).
pnw	PNW	pny	50	50 (1972 B. Geytenbeek).
poa	POA	poc	12500	12,500 (1990 SIL).
pob	POB	pkm	50000	50,000 (1998 SIL).
poc	POC	pcm	8600	8,600 in Guatemala (1990 SIL).
poe	POE	psj	5000	5,000 (1991 SIL).
poh	POH	pkm	42164	42,164 (2000 WCD).
poi	POI	zqs	30000	30,000 (1991 SIL).
pol	PQL	pol	42708133	36,554,000 in Poland (1986). Population total all countries: 42,708,133.
pom	PEO	pso	5	5 (1994 L. Hinton).
pon	PNF	poh	29000	29,000 (2001 Johnstone and Mandryk). Population includes 24,000 on Pohnpei, 3,425 on outer islands, 275 elsewhere.
poo	POO	pmc	2	2 to 5 (1997 Mithun). Ethnic population: 4,766 (1997 Mithun).
por	POR	por	177457180	10,000,000 in Portugal. Population total all countries: 177,457,180.
pos	POS	say	4000	4,000 (1990 census). 14 monolinguals.
pot	POT	pot	50	50 in the USA (1995 Potawatomi Language Institute). Ethnic population: 25,000 (1997 Laura Buszard-Welcher).
pov	POV	gbc	392350	189,850 in Guinea-Bissau (2002). Population total all countries: 392,350.
pox	POX	plb	Extinct	Extinct.
poy	POY	pog	185000	185,000 (1987).
ppk	PPK	uma	20000	20,000 (1990 SIL). Population includes 15,000 in the region, 5,000 outside (1990 M. Martens SIL), 500 in Benggaulu.
ppl	PPL	pip	20	20 (1987). Ethnic population: 196,576 (1987).
ppo	PPO	pdp	3000	3,000 (1985 SIL).
pqa	AFA	paa	8000	8,000 (1995 CAPRO).
pqm	MAC	psm	1655	655 in Canada (1998 Statistics Canada). Population total all countries: 1,655. Ethnic population: 3,000 to 4,000 (1998 SIL).
pre	PRE	pri	200	200 (1999 S. Graham). Ethnic population: 1,558.
prk	PRK	puk	528400	348,400 in Myanmar (1983). Population total all countries: 528,400.
prn	PRN	pra	1000	1,000 (2000).
prs	PRS	dri	7600000	5,600,000 in Afghanistan (1996). Population total all countries: 7,600,000.
prv	PRV	pro	354500	250,000 in France (1990 P. Blanchet). Population total all countries: 354,500.
prx	BXR	prk	132000	132,000 (1991).
psa	PSA	pis	6500	6,500 (2002 SIL).
psd	PSD	psl	No	No estimate available.
psr	PSR	lgp	Used	Used by a considerable portion of the 8,000 deaf persons; 1986 Gallaudet Univ.
